INDEX,UTM_X,UTM_Y
1529,248481.3772695767,3688211.46013102
1530,248481.2824228801,3688211.596575283
1531,248481.1887875573,3688211.731714986
1532,248481.0973632452,3688211.864287044
1533,248481.0101556944,3688211.993339021
1534,248480.927347482,3688212.119673538
1535,248480.8457767203,3688212.249069572
1536,248480.7671071339,3688212.37733813
1537,248480.6919715324,3688212.504791985
1538,248480.6232434245,3688212.626651749
1539,248480.5599534979,3688212.748222754
1540,248480.4992162928,3688212.871748207
1541,248480.4431979204,3688212.99363573
1542,248480.3910755348,3688213.115442327
1543,248480.3441793059,3688213.233562883
1544,248480.303246205,3688213.347565188
1545,248480.267721593,3688213.458951582
1546,248480.2366015593,3688213.570599824
1547,248480.2100109508,3688213.680835664
1548,248480.1880783417,3688213.789926288
1549,248480.1703121779,3688213.899174044
1550,248480.1572022271,3688214.005255119
1551,248480.148835693,3688214.109848266
1552,248480.1449633122,3688214.215590386
1553,248480.145264617,3688214.323621118
1554,248480.1496784094,3688214.430838458
1555,248480.1584490315,3688214.538318171
1556,248480.1710445688,3688214.644073194
1557,248480.1879600759,3688214.746283539
1558,248480.2095832271,3688214.849489981
1559,248480.2366013633,3688214.955329576
1560,248480.2689948474,3688215.065873691
1561,248480.3058297276,3688215.177387399
1562,248480.3463318825,3688215.28774599
1563,248480.3914810686,3688215.397583399
1564,248480.4429314471,3688215.511555244
1565,248480.4990111128,3688215.628054683
1566,248480.5595210792,3688215.744946782
1567,248480.6239744458,3688215.863528309
1568,248480.6899620802,3688215.977718964
1569,248480.7631807987,3688216.096775572
1570,248480.8423349155,3688216.222520245
1571,248480.9239038375,3688216.349884609
1572,248481.006371838,3688216.476377082
1573,248481.0914488471,3688216.6044767
1574,248481.1779438182,3688216.733245145
1575,248481.2649827039,3688216.860866859
1576,248481.3541625725,3688216.990415768
1577,248481.4444901083,3688217.121341007
1578,248481.5351463133,3688217.252534123
1579,248481.6257339313,3688217.383293474
1580,248481.7163822402,3688217.513975483
1581,248481.8070851379,3688217.643766187
1582,248481.8975380807,3688217.771996987
1583,248481.9892435948,3688217.901272998
1584,248482.0817403271,3688218.031646323
1585,248482.1745956091,3688218.162489761
1586,248482.2672206299,3688218.293005658
1587,248482.3596579892,3688218.423199302
1588,248482.4521094988,3688218.552545325
1589,248482.5454903907,3688218.682127862
1590,248482.6392902958,3688218.811552512
1591,248482.7332861194,3688218.940568946
1592,248482.827422512,3688219.069127973
1593,248482.9224226452,3688219.198051615
1594,248483.0184941503,3688219.327926713
1595,248483.1153168829,3688219.458712126
1596,248483.2112905924,3688219.588296436
1597,248483.3067467169,3688219.717013133
1598,248483.4019694855,3688219.845105465
1599,248483.4972640671,3688219.973008228
1600,248483.5927779181,3688220.100869427
1601,248483.6878980161,3688220.22768669
1602,248483.7830285547,3688220.353702695
1603,248483.8783899535,3688220.479310527
1604,248483.9726943412,3688220.602690309
1605,248484.0672620584,3688220.724972279
1606,248484.1627522793,3688220.84718815
1607,248484.258880528,3688220.968757673
1608,248484.3549350487,3688221.088437924
1609,248484.451831311,3688221.206861941
1610,248484.5493900128,3688221.324082961
1611,248484.6477165458,3688221.439727819
1612,248484.7478402682,3688221.555735516
1613,248484.8492981231,3688221.671925213
1614,248484.951857986,3688221.787757177
1615,248485.0551383726,3688221.902712382
1616,248485.1595330712,3688222.017044379
1617,248485.2645845562,3688222.130461319
1618,248485.37039575,3688222.242702685
1619,248485.4776603899,3688222.355200584
1620,248485.5845392395,3688222.466166802
1621,248485.6922251562,3688222.576718502
1622,248485.7997769863,3688222.685614198
1623,248485.9080974008,3688222.793251367
1624,248486.0162116706,3688222.898813961
1625,248486.1241283484,3688223.002021798
1626,248486.2330308472,3688223.10369656
1627,248486.3429728711,3688223.204116327
1628,248486.45422063,3688223.303153284
1629,248486.5666163152,3688223.400650759
1630,248486.6797286799,3688223.496155902
1631,248486.7927690206,3688223.588891391
1632,248486.9073714703,3688223.6803667
1633,248487.0238251564,3688223.771090384
1634,248487.1409975741,3688223.860360232
1635,248487.2591414668,3688223.948045618
1636,248487.3786101156,3688224.034427458
1637,248487.4991848911,3688224.119367933
1638,248487.6201423293,3688224.202178737
1639,248487.7435732629,3688224.284568953
1640,248487.8691453292,3688224.366729639
1641,248487.9954794768,3688224.447885071
1642,248488.1226847143,3688224.527874113
1643,248488.2505024893,3688224.606455782
1644,248488.3789184249,3688224.683500299
1645,248488.5071049065,3688224.758393457
1646,248488.6367356065,3688224.832249607
1647,248488.7680523114,3688224.90540345
1648,248488.9001678884,3688224.97750263
1649,248489.0332699348,3688225.048424704
1650,248489.1671886281,3688225.118037386
1651,248489.301556899,3688225.186104749
1652,248489.435865318,3688225.252199825
1653,248489.572610657,3688225.317866171
1654,248489.711217004,3688225.38329231
1655,248489.8502017273,3688225.447861188
1656,248489.9889591821,3688225.511140701
1657,248490.1258138546,3688225.572044511
1658,248490.2617259618,3688225.630480858
1659,248490.3969576143,3688225.686587535
1660,248490.5335328262,3688225.741327984
1661,248490.6719628059,3688225.795191094
1662,248490.8108028684,3688225.847723463
1663,248490.9509952797,3688225.898994979
1664,248491.0934560572,3688225.949527141
1665,248491.2373565877,3688225.999258311
1666,248491.3804530022,3688226.047347679
1667,248491.523839712,3688226.094188224
1668,248491.6679153422,3688226.139955519
1669,248491.8122839351,3688226.184639855
1670,248491.9584316706,3688226.22850475
1671,248492.1079699631,3688226.272406034
1672,248492.2593182226,3688226.316507017
1673,248492.4112434384,3688226.360436028
1674,248492.5631776706,3688226.404049286
1675,248492.7157509147,3688226.447759724
1676,248492.8703166589,3688226.492176155
1677,248493.0265877321,3688226.537286115
1678,248493.1840226777,3688226.583109028
1679,248493.3421653949,3688226.629550095
1680,248493.5001170983,3688226.676253452
1681,248493.658635399,3688226.723466324
1682,248493.8180972714,3688226.771590027
1683,248493.9768640664,3688226.819958803
1684,248494.1346398612,3688226.868379402
1685,248494.2920791353,3688226.917108747
1686,248494.4491459123,3688226.966160212
1687,248494.6061132603,3688227.015545318
1688,248494.7676900013,3688227.067361738
1689,248494.933906403,3688227.122890048
1690,248495.1015338582,3688227.181876993
1691,248495.2682801953,3688227.243446555
1692,248495.4346094613,3688227.307961608
1693,248495.6008571865,3688227.375533327
1694,248495.7661046972,3688227.44600949
1695,248495.9313393944,3688227.519902116
1696,248496.0972982509,3688227.597699975
1697,248496.263033814,3688227.679611781
1698,248496.4270231383,3688227.764779752
1699,248496.5896492515,3688227.853679441
1700,248496.751211022,3688227.946459082
1701,248496.9102746962,3688228.042596187
1702,248497.0659090595,3688228.141245357
1703,248497.2204900079,3688228.243121853
1704,248497.3720335427,3688228.347767287
1705,248497.5204049427,3688228.45428931
1706,248497.6683601685,3688228.564893643
1707,248497.8141742461,3688228.678880332
1708,248497.956729374,3688228.795335739
1709,248498.096548942,3688228.914816339
1710,248498.2330740573,3688229.036589807
1711,248498.365546977,3688229.159821854
1712,248498.4953890452,3688229.285179988
1713,248498.6222420252,3688229.412835295
1714,248498.7457633481,3688229.541782971
1715,248498.8679758723,3688229.673663621
1716,248498.9893783727,3688229.809618464
1717,248499.1085130625,3688229.947876635
1718,248499.226426233,3688230.08932663
1719,248499.3414405491,3688230.232511709
1720,248499.4524776478,3688230.375193095
1721,248499.5604293033,3688230.517337122
1722,248499.6671552674,3688230.660994923
1723,248499.7733736689,3688230.807538711
1724,248499.8782157272,3688230.956006093
1725,248499.9816851488,3688231.106607552
1726,248500.0814604727,3688231.256523795
1727,248500.1765835857,3688231.402984809
1728,248500.2689198707,3688231.547023212
1729,248500.3604117592,3688231.691450504
1730,248500.4515808932,3688231.837349209
1731,248500.5421530679,3688231.984588929
1732,248500.6319173673,3688232.133256514
1733,248500.7191701738,3688232.280697468
1734,248500.8037373283,3688232.425924666
1735,248500.8866567183,3688232.569644938
1736,248500.9691003355,3688232.713788856
1737,248501.0507593708,3688232.858059862
1738,248501.1308486002,3688233.000345844
1739,248501.2106509236,3688233.141881839
1740,248501.2899995049,3688233.282492641
1741,248501.3693512527,3688233.42298142
1742,248501.4488047448,3688233.56360588
1743,248501.5285465928,3688233.704671374
1744,248501.6078776339,3688233.845046231
1745,248501.6875257201,3688233.985919433
1746,248501.7672160055,3688234.1270412
1747,248501.8457736718,3688234.266467591
1748,248501.9237083614,3688234.405072018
1749,248502.0012433991,3688234.543289293
1750,248502.0787065839,3688234.681637805
1751,248502.1555722615,3688234.819264721
1752,248502.2320529493,3688234.956455952
1753,248502.308948323,3688235.093967332
1754,248502.3847309579,3688235.229441721
1755,248502.4596197373,3688235.3627816
1756,248502.534799753,3688235.49553762
1757,248502.610968568,3688235.62898902
1758,248502.6873974513,3688235.761915594
1759,248502.7649224192,3688235.895509979
1760,248502.8440347432,3688236.030535732
1761,248502.9228661065,3688236.164019008
1762,248503.0015341992,3688236.29580053
1763,248503.0809444844,3688236.426911094
1764,248503.1616511254,3688236.558430512
1765,248503.2428721521,3688236.689023628
1766,248503.3255489819,3688236.820017683
1767,248503.4094322797,3688236.950919609
1768,248503.4951836545,3688237.082359606
1769,248503.5828706163,3688237.215199166
1770,248503.6713636408,3688237.348541738
1771,248503.7599324337,3688237.48133214
1772,248503.8490940157,3688237.614226679
1773,248503.9389510881,3688237.747596316
1774,248504.0293385089,3688237.881529856
1775,248504.1198907798,3688238.01551683
1776,248504.2100837898,3688238.14870238
1777,248504.3007279737,3688238.282204392
1778,248504.3920799565,3688238.416465418
1779,248504.4842494033,3688238.551612186
1780,248504.5767671138,3688238.686832672
1781,248504.6697816057,3688238.822216807
1782,248504.7631159076,3688238.957561608
1783,248504.8566747834,3688239.092542515
1784,248504.9505365015,3688239.227810738
1785,248505.0450263302,3688239.363949629
1786,248505.140322305,3688239.501211525
1787,248505.2360282178,3688239.639042605
1788,248505.3320592807,3688239.777357063
1789,248505.428270766,3688239.915943278
1790,248505.5240985962,3688240.053973908
1791,248505.6196318419,3688240.191685997
1792,248505.715689254,3688240.33025995
1793,248505.8115108552,3688240.468595299
1794,248505.9079247154,3688240.607921082
1795,248506.0044777289,3688240.7478432
1796,248506.1008297184,3688240.887814694
1797,248506.1966684316,3688241.027450628
1798,248506.2923244464,3688241.167474696
1799,248506.3871370572,3688241.306986353
1800,248506.4816684767,3688241.446682311
1801,248506.5762025848,3688241.587016509
1802,248506.6710760064,3688241.728351796
1803,248506.7645969465,3688241.868165512
1804,248506.8572523801,3688242.006953491
1805,248506.9496903522,3688242.145361586
1806,248507.0426009672,3688242.284430416
1807,248507.1355335004,3688242.423478951
1808,248507.2280939128,3688242.561914691
1809,248507.3220289407,3688242.702408431
1810,248507.4157467933,3688242.84354187
1811,248507.5084981716,3688242.98414009
1812,248507.6007292752,3688243.125153692
1813,248507.6926765821,3688243.266975214
1814,248507.7839304982,3688243.408981441
1815,248507.8742826324,3688243.550769566
1816,248507.9638184661,3688243.692548248
1817,248508.0518628354,3688243.832742418
1818,248508.1395295361,3688243.972675675
1819,248508.2266605309,3688244.112063217
1820,248508.3138377551,3688244.251779877
1821,248508.400786461,3688244.391427688
1822,248508.4871147531,3688244.530398638
1823,248508.5728962774,3688244.668766859
1824,248508.6591107726,3688244.80762978
1825,248508.7440925076,3688244.9444161
1826,248508.8286401989,3688245.079960707
1827,248508.9138934395,3688245.216009262
1828,248508.999630879,3688245.352208481
1829,248509.0855723418,3688245.488154395
1830,248509.1711572051,3688245.623045451
1831,248509.2572159689,3688245.758023215
1832,248509.3435181191,3688245.892537497
1833,248509.4294575117,3688246.025895599
1834,248509.5162485322,3688246.159894732
1835,248509.6036637223,3688246.294161769
1836,248509.691436019,3688246.428310013
1837,248509.7790880728,3688246.561681417
1838,248509.8670991525,3688246.69491678
1839,248509.9559994493,3688246.828795994
1840,248510.0446088153,3688246.961456798
1841,248510.1332997582,3688247.092655901
1842,248510.2232809282,3688247.224323269
1843,248510.3140119481,3688247.355534295
1844,248510.4051393142,3688247.485760596
1845,248510.497409512,3688247.616038829
1846,248510.5909723436,3688247.746844286
1847,248510.6859165771,3688247.878232873
1848,248510.7815354908,3688248.009703008
1849,248510.8771565759,3688248.140593621
1850,248510.9730422055,3688248.271373017
1851,248511.0701834741,3688248.403373996
1852,248511.1696281005,3688248.538375475
1853,248511.2696644804,3688248.675375198
1854,248511.3691677087,3688248.812779559
1855,248511.4683495992,3688248.951487228
1856,248511.5675841976,3688249.092340506
1857,248511.6658727986,3688249.233911651
1858,248511.7629626794,3688249.375684382
1859,248511.8590621461,3688249.51817987
1860,248511.9543031408,3688249.661467019
1861,248512.0493490369,3688249.806496812
1862,248512.1432481327,3688249.951657766
1863,248512.2363615639,3688250.097785306
1864,248512.3288888872,3688250.245037945
1865,248512.4204976562,3688250.392905226
1866,248512.5099200805,3688250.539496771
1867,248512.5966237257,3688250.68222083
1868,248512.6831431072,3688250.823990843
1869,248512.7694132881,3688250.965139356
1870,248512.8552099926,3688251.105254581
1871,248512.9396756905,3688251.243055986
1872,248513.024431016,3688251.380541989
1873,248513.1108520121,3688251.520080818
1874,248513.1972133128,3688251.659785892
1875,248513.2843965311,3688251.800710038
1876,248513.3711811706,3688251.941281696
1877,248513.4570008165,3688252.080424317
1878,248513.5426895493,3688252.219198178
1879,248513.6294614505,3688252.359614783
1880,248513.7171421683,3688252.502123565
1881,248513.8044940036,3688252.644736377
1882,248513.8905014031,3688252.786006138
1883,248513.9740354694,3688252.92360857
1884,248514.0568173989,3688253.058720763
1885,248514.140607464,3688253.19423635
1886,248514.224633153,3688253.328649412
1887,248514.3088686013,3688253.461704908
1888,248514.3933516956,3688253.593516435
1889,248514.4783391193,3688253.724611744
1890,248514.5635941618,3688253.854442926
1891,248514.6488924392,3688253.982786584
1892,248514.7347217452,3688254.11034645
1893,248514.8220589883,3688254.238873151
1894,248514.9099624,3688254.366882443
1895,248514.9981365966,3688254.493946203
1896,248515.0867675852,3688254.620480816
1897,248515.17702975,3688254.747951978
1898,248515.2704252149,3688254.880040166
1899,248515.3642535623,3688255.013916973
1900,248515.4581782127,3688255.148884152
1901,248515.5526268819,3688255.285616279
1902,248515.6469161453,3688255.423080504
1903,248515.7400700237,3688255.560128444
1904,248515.831617742,3688255.695945078
1905,248515.9234487802,3688255.832574823
1906,248516.0140807104,3688255.967980013
1907,248516.1052806043,3688256.104639152
1908,248516.1964419998,3688256.241643775
1909,248516.2865506259,3688256.377602042
1910,248516.3762067533,3688256.513238095
1911,248516.4664012872,3688256.649756739
1912,248516.5569597267,3688256.787631067
1913,248516.6467931731,3688256.9250824
1914,248516.7361883235,3688257.062633013
1915,248516.8251841674,3688257.200368232
1916,248516.9133533124,3688257.337554866
1917,248517.0018904612,3688257.476357527
1918,248517.0908456195,3688257.6173582
1919,248517.1794332014,3688257.759267471
1920,248517.2671277716,3688257.901038847
1921,248517.3541263919,3688258.043050539
1922,248517.4407854018,3688258.18585417
1923,248517.5273329133,3688258.33021489
1924,248517.6131278172,3688258.47532142
1925,248517.6980476756,3688258.621044993
1926,248517.782638416,3688258.768205124
1927,248517.8667662016,3688258.916634617
1928,248517.9516863826,3688259.068408094
1929,248518.0378969766,3688259.226890017
1930,248518.1222978053,3688259.389013479
1931,248518.2034026911,3688259.551691812
1932,248518.2813160355,3688259.715264531
1933,248518.3597175836,3688259.888573636
1934,248518.4350699366,3688260.071099566
1935,248518.5041640277,3688260.256883933
1936,248518.5651860707,3688260.442890903
1937,248518.6195550518,3688260.630492539
1938,248518.6664600966,3688260.819999025
1939,248518.7053140498,3688261.006558479
1940,248518.7377891278,3688261.194843277
1941,248518.7627781289,3688261.387710819
1942,248518.778692248,3688261.57737979
1943,248518.7868805798,3688261.761124452
1944,248518.7884226571,3688261.947430624
1945,248518.7814015616,3688262.139177373
1946,248518.7653500207,3688262.331698619
1947,248518.7401607944,3688262.522915761
1948,248518.7064133789,3688262.712270312
1949,248518.6640190226,3688262.897915255
1950,248518.6143965747,3688263.078459527
1951,248518.5568036919,3688263.257479054
1952,248518.4914596272,3688263.434432626
1953,248518.4175488075,3688263.611299482
1954,248518.3339510768,3688263.788008624
1955,248518.2417198104,3688263.960781155
1956,248518.1422708759,3688264.128220221
1957,248518.0344510161,3688264.292679534
1958,248517.9189621604,3688264.452311338
1959,248517.7964848421,3688264.607910603
1960,248517.6688742158,3688264.756482542
1961,248517.5400275547,3688264.896527188
1962,248517.4069990968,3688265.032080241
1963,248517.2674722392,3688265.165578204
1964,248517.1275774568,3688265.290271096
1965,248516.9924975605,3688265.406004081
1966,248516.8561341585,3688265.51880658
1967,248516.7188071799,3688265.62836953
1968,248516.5806618008,3688265.734918791
1969,248516.4455439143,3688265.835527259
1970,248516.3146325005,3688265.931784452
1971,248516.1827423437,3688266.027720018
1972,248516.0486660359,3688266.124021491
1973,248515.9122163719,3688266.220533164
1974,248515.7750358297,3688266.316033409
1975,248515.6369855145,3688266.410802792
1976,248515.4998842641,3688266.503259995
1977,248515.3645759832,3688266.593468945
1978,248515.2294683901,3688266.682462083
1979,248515.0942866161,3688266.770640583
1980,248514.9586733698,3688266.858410038
1981,248514.8230377897,3688266.945573099
1982,248514.6879858315,3688267.031613694
1983,248514.5538845579,3688267.116442365
1984,248514.4207446066,3688267.200226548
1985,248514.28725101,3688267.283835904
1986,248514.1533603113,3688267.367461236
1987,248514.0194487632,3688267.451011817
1988,248513.8856074433,3688267.534393347
1989,248513.7531500436,3688267.616714659
1990,248513.6228573805,3688267.697728089
1991,248513.4925049722,3688267.77924116
1992,248513.3604800432,3688267.862185201
1993,248513.226983501,3688267.946234123
1994,248513.0939066674,3688268.030184728
1995,248512.9607403863,3688268.114355157
1996,248512.8281062721,3688268.198381355
1997,248512.6955162239,3688268.282490822
1998,248512.5615328056,3688268.367488377
1999,248512.4253716544,3688268.4536327
2000,248512.2881072501,3688268.539859335
2001,248512.1510552964,3688268.625399556
2002,248512.0133925914,3688268.710721899
2003,248511.8764006909,3688268.795004962
2004,248511.7411529148,3688268.877774287
2005,248511.6047244245,3688268.960868135
2006,248511.4650760203,3688269.045162973
2007,248511.3233635256,3688269.129391201
2008,248511.1810814986,3688269.212804962
2009,248511.0384227848,3688269.295181607
2010,248510.8949070832,3688269.376733863
2011,248510.7506724645,3688269.457252626
2012,248510.6033090689,3688269.537903906
2013,248510.4530959279,3688269.618310304
2014,248510.3012751799,3688269.697401162
2015,248510.1485098028,3688269.775030924
2016,248509.9937962556,3688269.851440864
2017,248509.8382949922,3688269.925693695
2018,248509.6821836494,3688269.997719652
2019,248509.5242393918,3688270.068007767
2020,248509.3661973242,3688270.136041835
2021,248509.2070658757,3688270.202594496
2022,248509.0478007758,3688270.267017967
2023,248508.8886436694,3688270.329288885
2024,248508.7307089622,3688270.389127953
2025,248508.5721675793,3688270.447642531
2026,248508.4119515197,3688270.505035632
2027,248508.2522591003,3688270.560766587
2028,248508.0917420654,3688270.615736086
2029,248507.9316138343,3688270.669254486
2030,248507.7730198213,3688270.721302915
2031,248507.6151088458,3688270.772575793
2032,248507.4565369523,3688270.823594888
2033,248507.2963431979,3688270.874654675
2034,248507.1352748151,3688270.92548122
2035,248506.9728910962,3688270.976253645
2036,248506.8116287499,3688271.025991806
2037,248506.6528580371,3688271.074677811
2038,248506.4956111034,3688271.123104794
2039,248506.338382612,3688271.171732296
2040,248506.1805759104,3688271.220806601
2041,248506.022720898,3688271.270158612
2042,248505.8646148593,3688271.319893263
2043,248505.7086880717,3688271.369169993
2044,248505.5553728001,3688271.418154548
2045,248505.4031768726,3688271.46773766
2046,248505.2509233477,3688271.518203281
2047,248505.0982644058,3688271.569792874
2048,248504.9453842995,3688271.622449236
2049,248504.7925456758,3688271.676065033
2050,248504.641019808,3688271.730315632
2051,248504.4887451313,3688271.785756583
2052,248504.3356280468,3688271.842174335
2053,248504.1822730909,3688271.899286276
2054,248504.0282345103,3688271.957342369
2055,248503.8738643473,3688272.016211806
2056,248503.7194643352,3688272.07575709
2057,248503.5661553434,3688272.135647404
2058,248503.4118056032,3688272.196479776
2059,248503.2566244127,3688272.257835434
2060,248503.101265979,3688272.319441439
2061,248502.9451799471,3688272.381545356
2062,248502.7889910155,3688272.4438996
2063,248502.6329009529,3688272.506425536
2064,248502.4784933339,3688272.568503124
2065,248502.3247135944,3688272.630541754
2066,248502.171147802,3688272.692686501
2067,248502.0176003893,3688272.754999164
2068,248501.8630821207,3688272.817908182
2069,248501.7072340362,3688272.881368068
2070,248501.5506132953,3688272.944843059
2071,248501.3953941053,3688273.007522132
2072,248501.2402957946,3688273.069840502
2073,248501.0852302254,3688273.131766779
2074,248500.9298641464,3688273.193453434
2075,248500.7732718295,3688273.255187314
2076,248500.6155695858,3688273.316795478
2077,248500.4571272031,3688273.377903034
2078,248500.2998990903,3688273.437819765
2079,248500.1426952182,3688273.496918772
2080,248499.9855792086,3688273.555130202
2081,248499.8279812788,3688273.612721064
2082,248499.6690563875,3688273.669846104
2083,248499.5093992586,3688273.726240104
2084,248499.3490161473,3688273.781791165
2085,248499.1896680002,3688273.835902769
2086,248499.0303366288,3688273.888878776
2087,248498.8709994116,3688273.940722533
2088,248498.7109318956,3688273.99175661
2089,248498.5499888888,3688274.041856994
2090,248498.3903417352,3688274.090619398
2091,248498.2309806058,3688274.13875831
2092,248498.0725952838,3688274.185946763
2093,248497.9146049,3688274.232422151
2094,248497.7565085975,3688274.278373988
2095,248497.5978400764,3688274.324006397
2096,248497.4376615211,3688274.369550561
2097,248497.2764810404,3688274.41482156
2098,248497.1136833632,3688274.459993636
2099,248496.951585677,3688274.504268659
2100,248496.7906463942,3688274.547789423
2101,248496.6299330103,3688274.591140601
2102,248496.4681600325,3688274.634691337
2103,248496.3064726988,3688274.678090584
2104,248496.1428563195,3688274.721892955
2105,248495.9776843037,3688274.765666099
2106,248495.8140521348,3688274.808555463
2107,248495.6516388917,3688274.850802431
2108,248495.4895512228,3688274.892881102
2109,248495.3267008901,3688274.935069405
2110,248495.164003657,3688274.977150229
2111,248494.9990638582,3688275.019724069
2112,248494.8302391941,3688275.062539842
2113,248494.6608202292,3688275.104268047
2114,248494.4929895499,3688275.144679466
2115,248494.3255018625,3688275.184163211
2116,248494.1579322502,3688275.222821981
2117,248493.9903414736,3688275.26074017
2118,248493.8163801527,3688275.298984876
2119,248493.6356949671,3688275.335842008
2120,248493.4548863813,3688275.3693108
2121,248493.2751543409,3688275.399675095
2122,248493.0952784294,3688275.426777202
2123,248492.9144788355,3688275.450901363
2124,248492.7305751562,3688275.471702018
2125,248492.5436288788,3688275.488608064
2126,248492.3551970235,3688275.500571456
2127,248492.1680653553,3688275.507391712
2128,248491.9812594065,3688275.508828285
2129,248491.7965675219,3688275.504801629
2130,248491.6114451618,3688275.495568196
2131,248491.4247052531,3688275.480118695
2132,248491.2392334903,3688275.458605531
2133,248491.0569720004,3688275.431323149
2134,248490.8750722294,3688275.398531142
2135,248490.6944563286,3688275.359452516
2136,248490.518825059,3688275.315687843
2137,248490.3432284062,3688275.26664254
2138,248490.1658121977,3688275.210802945
2139,248489.9893637998,3688275.14874233
2140,248489.8160972895,3688275.081157386
2141,248489.6446645635,3688275.008175815
2142,248489.4752388314,3688274.929274866
2143,248489.3101275055,3688274.846184947
2144,248489.1490781573,3688274.759264282
2145,248488.9890256558,3688274.667218263
2146,248488.8291678933,3688274.569153534
2147,248488.6720539367,3688274.466173987
2148,248488.5154868076,3688274.357366912
2149,248488.3638411479,3688274.244368981
2150,248488.219583288,3688274.131548538
2151,248488.0794724783,3688274.016974504
2152,248487.9411859985,3688273.899198915
2153,248487.8045743136,3688273.778144778
2154,248487.6689415709,3688273.653225875
2155,248487.5369292122,3688273.526491082
2156,248487.4103437212,3688273.400852916
2157,248487.2871957594,3688273.276009078
2158,248487.1650792034,3688273.149823362
2159,248487.0439756346,3688273.022319278
2160,248486.9230723944,3688272.892301054
2161,248486.8029519877,3688272.760258383
2162,248486.6851916036,3688272.627783637
2163,248486.5696519075,3688272.494935003
2164,248486.4559052449,3688272.361599689
2165,248486.3430863976,3688272.226964606
2166,248486.2314049691,3688272.091247167
2167,248486.1206330747,3688271.954017207
2168,248486.0101325605,3688271.814430333
2169,248485.9012012143,3688271.673624699
2170,248485.7949550173,3688271.533677218
2171,248485.6904721671,3688271.393862821
2172,248485.5868279364,3688271.253140215
2173,248485.4843193198,3688271.111838798
2174,248485.382985624,3688270.969911126
2175,248485.2821881452,3688270.826658207
2176,248485.1828895835,3688270.683152949
2177,248485.0862646055,3688270.541873798
2178,248484.9910051438,3688270.401856456
2179,248484.8958844323,3688270.261379351
2180,248484.8013859758,3688270.121112711
2181,248484.70735739,3688269.980807106
2182,248484.6133843282,3688269.839930622
2183,248484.5199956673,3688269.699169016
2184,248484.4277778968,3688269.559617956
2185,248484.3361541319,3688269.420686702
2186,248484.2445171213,3688269.281494968
2187,248484.1533977187,3688269.142808574
2188,248484.0623584593,3688269.003964321
2189,248483.9711550134,3688268.864371532
2190,248483.8794015262,3688268.723322101
2191,248483.7888888827,3688268.583540854
2192,248483.6989443029,3688268.444432128
2193,248483.608818774,3688268.304843254
2194,248483.5190732798,3688268.165659848
2195,248483.4290665964,3688268.025824706
2196,248483.3388886938,3688267.885565637
2197,248483.2479657278,3688267.743998578
2198,248483.1575018655,3688267.603022485
2199,248483.0675513902,3688267.462814964
2200,248482.978362544,3688267.323834451
2201,248482.8887774086,3688267.184235167
2202,248482.799270929,3688267.044827751
2203,248482.709768996,3688266.90558789
2204,248482.6202731855,3688266.766501903
2205,248482.5307382568,3688266.627517433
2206,248482.4412533597,3688266.488630348
2207,248482.3524681618,3688266.350749742
2208,248482.2632297225,3688266.21211493
2209,248482.1738901434,3688266.073243617
2210,248482.0845338322,3688265.934235524
2211,248481.9952386713,3688265.795222081
2212,248481.9060178596,3688265.656210833
2213,248481.8169390959,3688265.517246292
2214,248481.7285426253,3688265.379118796
2215,248481.6396748381,3688265.24007414
2216,248481.5507704938,3688265.100823037
2217,248481.4618616478,3688264.961488197
2218,248481.372943368,3688264.822066085
2219,248481.2842912528,3688264.68297616
2220,248481.1959621589,3688264.544546591
2221,248481.1080553544,3688264.407082962
2222,248481.0193546872,3688264.268677697
2223,248480.9303917979,3688264.130286743
2224,248480.8409733059,3688263.991804792
2225,248480.7511427136,3688263.853231184
2226,248480.6614779979,3688263.715562957
2227,248480.5717271419,3688263.578331973
2228,248480.4824027202,3688263.44230367
2229,248480.3919627766,3688263.305148089
2230,248480.3006190998,3688263.16710833
2231,248480.208449336,3688263.028192662
2232,248480.1164434293,3688262.889923069
2233,248480.0239828933,3688262.751308107
2234,248479.9309917387,3688262.612140928
2235,248479.8374078698,3688262.472308688
2236,248479.7439344925,3688262.332858815
2237,248479.6495111197,3688262.19221921
2238,248479.5545381415,3688262.050599676
2239,248479.4603690506,3688261.910089137
2240,248479.3663171412,3688261.769633761
2241,248479.2721264687,3688261.62886229
2242,248479.1775496137,3688261.487389623
2243,248479.0831139132,3688261.346046615
2244,248478.9883326379,3688261.20407521
2245,248478.893109337,3688261.061161283
2246,248478.7990923124,3688260.919889292
2247,248478.7053465935,3688260.778716334
2248,248478.6116174301,3688260.63713908
2249,248478.5176465262,3688260.494755512
2250,248478.4239166766,3688260.352323079
2251,248478.330746477,3688260.210381401
2252,248478.2374547672,3688260.067804799
2253,248478.1449887119,3688259.926270417
2254,248478.0531392333,3688259.785357391
2255,248477.9616461814,3688259.644438605
2256,248477.8701677585,3688259.503023245
2257,248477.7790108639,3688259.361550185
2258,248477.6885285443,3688259.220570553
2259,248477.5981441303,3688259.079197769
2260,248477.5085454284,3688258.938413986
2261,248477.4194380687,3688258.797858621
2262,248477.3312105644,3688258.658262557
2263,248477.2432141835,3688258.518645228
2264,248477.1557472082,3688258.379441739
2265,248477.0681238567,3688258.239552378
2266,248476.9804013752,3688258.09907742
2267,248476.8920105583,3688257.957080582
