INDEX,L1_UTM_X,L1_UTM_Y,L1_LON,L1_LAT,L1_ALT,R1_UTM_X,R1_UTM_Y,R1_LON,R1_LAT,R1_ALT
5272,329944.900105725,4157649.79740603,127.074888777291,37.550178298055,15.7233,329943.544629489,4157648.32679929,127.074873781402,37.550164799969,15.7233
5273,329944.885164378,4157649.8114003,127.074888604991,37.550178421365,15.7241,329943.527914845,4157648.34243001,127.074873588659,37.550164937693,15.7241
5274,329944.870523368,4157649.82526775,127.074888436119,37.550178543588,15.7249,329943.512169951,4157648.35731816,127.07487340706,37.550165068907,15.7249
5275,329944.856203196,4157649.83914804,127.074888270874,37.550178665985,15.7256,329943.498533063,4157648.37056648,127.074873249692,37.550165185738,15.7256
5276,329944.84200053,4157649.85287078,127.074888106995,37.550178786986,15.7262,329943.48733581,4157648.38151647,127.074873120461,37.550165282315,15.7262
5277,329944.827829658,4157649.8663014,127.074887943543,37.55017890536,15.7263,329943.479133993,4157648.38947372,127.074873025816,37.550165352484,15.7263
5278,329944.813753705,4157649.87943329,127.074887781235,37.550179021061,15.7261,329943.473047332,4157648.39534892,127.074872955586,37.550165404287,15.7261
5279,329944.799570773,4157649.89200985,127.074887617845,37.55017913174,15.726,329943.467896907,4157648.39981526,127.074872896275,37.550165443572,15.726
5280,329944.785228485,4157649.90444881,127.074887452684,37.550179241149,15.7265,329943.461957932,4157648.40479716,127.074872827923,37.550165487355,15.7265
5281,329944.771014058,4157649.91665729,127.074887289022,37.550179348506,15.7276,329943.453622695,4157648.41183837,127.07487273198,37.550165549248,15.7276
5282,329944.756981092,4157649.92841942,127.074887127518,37.550179451875,15.7288,329943.441793133,4157648.42167438,127.074872595853,37.550165635672,15.7288
5283,329944.743479571,4157649.93968246,127.074886972142,37.550179550847,15.7299,329943.426691553,4157648.43433555,127.074872422049,37.550165746943,15.7299
5284,329944.730632657,4157649.95040082,127.074886824299,37.550179645032,15.7308,329943.408444133,4157648.44979511,127.074872212003,37.550165882843,15.7308
5285,329944.718705946,4157649.96057088,127.074886686995,37.550179734448,15.7316,329943.388074947,4157648.46744625,127.074871977441,37.550166038094,15.7316
5286,329944.707759347,4157649.97017085,127.074886560913,37.550179818909,15.7324,329943.366976614,4157648.48615546,127.074871734384,37.550166202743,15.7324
5287,329944.697815981,4157649.97946695,127.074886446253,37.550179900818,15.7327,329943.346838465,4157648.50472638,127.074871502223,37.550166366322,15.7327
5288,329944.688668534,4157649.98835777,127.074886340692,37.550179979223,15.7326,329943.328514971,4157648.52207598,127.074871290878,37.550166519234,15.7326
5289,329944.679683794,4157649.99735975,127.074886236946,37.550180058659,15.7326,329943.311724002,4157648.53835804,127.07487109712,37.550166662812,15.7326
5290,329944.671263471,4157650.0054648,127.074886139794,37.550180130119,15.7325,329943.297609939,4157648.55182249,127.074870934303,37.550166781502,15.7325
5291,329944.662912694,4157650.01347522,127.074886043451,37.55018020074,15.7324,329943.286605468,4157648.56234517,127.074870807352,37.550166874265,15.7324
5292,329944.654646196,4157650.02133692,127.074885948097,37.550180270037,15.7324,329943.278168199,4157648.57036886,127.074870710028,37.550166944989,15.7324
5293,329944.646419134,4157650.02911153,127.074885853208,37.550180338556,15.7327,329943.27197048,4157648.57622099,127.074870638546,37.550166996564,15.7327
5294,329944.638279503,4157650.03675668,127.074885759339,37.550180405925,15.7332,329943.267914867,4157648.58001348,127.074870591779,37.55016702998,15.7332
5295,329944.630263627,4157650.04430319,127.074885666893,37.550180472428,15.7338,329943.26503885,4157648.58274194,127.074870558606,37.550167054029,15.7338
5296,329944.622372826,4157650.05167336,127.074885575903,37.550180537366,15.7344,329943.262561796,4157648.58507391,127.074870530038,37.550167074579,15.7344
5297,329944.614697321,4157650.05888004,127.074885487387,37.550180600871,15.7348,329943.259773652,4157648.58776419,127.074870497868,37.5501670983,15.7348
5298,329944.607215994,4157650.06565733,127.074885401167,37.550180660544,15.7351,329943.256936085,4157648.590278,127.074870465179,37.550167120422,15.7351
5299,329944.599825587,4157650.0724182,127.07488531598,37.550180720085,15.7353,329943.253791706,4157648.59316407,127.074870428932,37.550167145841,15.7353
5300,329944.592565491,4157650.07902441,127.074885232303,37.550180778257,15.7354,329943.249785413,4157648.59681604,127.074870382756,37.550167178,15.7354
5301,329944.585361688,4157650.08542335,127.074885149312,37.550180834572,15.7354,329943.244852749,4157648.60116064,127.074870325938,37.550167216228,15.7354
5302,329944.577976647,4157650.09191531,127.074885064248,37.550180891692,15.7348,329943.238846434,4157648.60640857,127.074870256762,37.550167262396,15.7348
5303,329944.57035591,4157650.09872001,127.074884976444,37.550180951586,15.7338,329943.231214635,4157648.61322324,127.074870168831,37.550167322377,15.7338
5304,329944.562256054,4157650.10587304,127.074884883139,37.550181014529,15.7328,329943.221869841,4157648.6214995,127.07487006118,37.550167395209,15.7328
5305,329944.553817685,4157650.11349501,127.074884785895,37.550181081635,15.7324,329943.211340591,4157648.63101221,127.07486993984,37.550167478961,15.7324
5306,329944.545119289,4157650.12144379,127.074884685634,37.550181151636,15.7329,329943.200005924,4157648.64135257,127.074869809195,37.550167570021,15.7329
5307,329944.53651554,4157650.12928996,127.074884586466,37.55018122073,15.7335,329943.188663234,4157648.65169253,127.07486967846,37.550167661075,15.7335
5308,329944.527780378,4157650.13729743,127.074884485775,37.550181291253,15.7341,329943.177468219,4157648.66194762,127.074869549415,37.550167751392,15.7341
5309,329944.519147461,4157650.14528025,127.074884386246,37.550181361573,15.7343,329943.166847298,4157648.67175241,127.07486942697,37.550167837758,15.7343
5310,329944.51046045,4157650.15331263,127.074884286094,37.55018143233,15.7343,329943.156781736,4157648.68105113,127.074869310927,37.550167919668,15.7343
5311,329944.50158232,4157650.16156554,127.074884183728,37.550181505038,15.7343,329943.146941386,4157648.69018934,127.074869197468,37.550168000174,15.7343
5312,329944.49236136,4157650.17006939,127.074884077425,37.550181579943,15.7345,329943.137311569,4157648.69906971,127.074869086452,37.550168078395,15.7345
5313,329944.48290453,4157650.17881221,127.074883968398,37.550181656957,15.7349,329943.127537868,4157648.70810448,127.074868973772,37.550168157981,15.7349
5314,329944.473273788,4157650.18761965,127.074883857388,37.550181734522,15.7353,329943.117283215,4157648.71748715,127.074868855569,37.550168240612,15.7353
5315,329944.463640247,4157650.19642463,127.074883746347,37.550181812064,15.7357,329943.10672718,4157648.72714353,127.074868733893,37.550168325654,15.7357
5316,329944.454199198,4157650.20508542,127.074883637517,37.550181888342,15.736,329943.095761774,4157648.73721357,127.074868607489,37.550168414346,15.736
5317,329944.444604766,4157650.21395756,127.074883526903,37.550181966496,15.7362,329943.083890455,4157648.74819613,127.074868470623,37.550168511091,15.7362
5318,329944.434909726,4157650.22292694,127.074883415128,37.550182045507,15.7362,329943.071205035,4157648.75994727,127.074868324369,37.550168614611,15.7362
5319,329944.425036759,4157650.23208007,127.074883301297,37.550182126141,15.7361,329943.057666684,4157648.77252566,127.074868168271,37.550168725424,15.7361
5320,329944.414929446,4157650.24152138,127.074883184748,37.550182209328,15.7362,329943.043534841,4157648.78574775,127.07486800531,37.550168841928,15.7362
5321,329944.404586746,4157650.25127124,127.074883065464,37.550182295251,15.7364,329943.029030544,4157648.79942926,127.074867838027,37.550168962501,15.7364
5322,329944.394137787,4157650.26119823,127.074882944936,37.55018238275,15.7365,329943.014754004,4157648.81299231,127.074867673349,37.550169082049,15.7365
5323,329944.383742749,4157650.27120969,127.074882824999,37.55018247102,15.7361,329943.001162676,4157648.82605491,127.07486751654,37.550169197215,15.7361
5324,329944.373287306,4157650.28131851,127.074882704357,37.550182560155,15.7355,329942.988161251,4157648.83860377,127.074867366525,37.550169307862,15.7355
5325,329944.362880888,4157650.29142346,127.074882584269,37.550182649265,15.7349,329942.975786949,4157648.85060064,127.074867223733,37.550169413652,15.7349
